타임스탬프,성별,나이대,인지여부,사용경험,테무_1달사용횟수,테무_사용목적,테무_1달월구매횟수,테무_구매카테고리,테무_1달소득,테무_1달소비금액,테무_전체만족도,테무_신뢰도,테무_가격최저가,테무_제품정보표시,테무_후기/리뷰,테무_할인혜택,테무_제품품질,테무_가격대비품질,테무_배송,테무_사용이유,네이버_1달사용횟수,네이버_사용목적,네이버_1달월구매횟수,네이버_구매카테고리,네이버_1달소득,네이버_1달소비금액,네이버_전체만족도,네이버_신뢰도,네이버_가격최저가,네이버_제품정보표시,네이버_후기/리뷰,네이버_할인혜택,네이버_제품품질,네이버_가격대비품질,네이버_배송,네이버_사용이유,둘다_테무_1달사용횟수,둘다_네이버_1달사용횟수,둘다_테무_사용목적,둘다_네이버_사용목적,둘다_테무_최근1달월구매횟수,둘다_네이버_최근1달월구매횟수,둘다_테무_구매카테고리,둘다_네이버_구매카테고리,둘다_1달소득,둘다_테무_1달소비금액,둘다_네이버_1달소비금액,둘다_테무_전체만족도,둘다_테무_신뢰도,둘다_테무_가격최저가,둘다_테무_제품정보표시,둘다_테무_후기/리뷰,둘다_테무_할인혜택,둘다_테무_제품품질,둘다_테무_가격대비품질,둘다_테무_배송,둘다_네이버_전체만족도,둘다_네이버_신뢰도,둘다_네이버_가격최저가,둘다_네이버_제품정보표시,둘다_네이버_후기/리뷰,둘다_네이버_할인혜택,둘다_네이버_제품품질,둘다_네이버_가격대비품질,둘다_네이버_배송,"귀하의 테무, 네이버 쇼핑 이용 경험 공유 여부와 방식을 선택해주세요.(중복 가능)",테무를 추천할 의향이 있으신가요?(사용해 본 적이 없는 경우 선택X),네이버 쇼핑을 추천할 의향이 있으신가요? (사용해 본 적이 없는 경우 선택X),테무를 사용하지 않는 이유는 무엇입니까?(복수 응답 가능),네이버 쇼핑을 사용하지 않는 이유는 무엇입니까?(복수 응답 가능),"다른 쇼핑 사이트를 사용하고 계시다면 어떤 사이트를 사용하고 계십니까?
(타 사이트 사용 이유도 함께 적어주시면 감사하겠습니다.)"
5.16.2024 21:34:09,남,20대,네이버 쇼핑은 알고 테무는 모름,네이버 쇼핑만 사용해봄,,,,,,,,,,,,,,,,,15회 초과 이용,"가격 비교, 정보 검색",1~3회 구매,"의류, 식료품, 건강관리식품, 전자기기, 가전제품",30만원 이상~50만원 미만,3만원 이상 5만원 미만,보통,좋음,좋음,보통,보통,좋음,좋음,보통,좋음,"어플리케이션 또는 PC홈페이지 인터페이스의 간결함, 가격적 측면에서의 장점, 기업의 혁신성",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"테무 경험 X, 네이버 경험 X",,4,,,
5.16.2024 21:48:06,여,20대,둘 다 알고 있음,네이버 쇼핑만 사용해봄,,,,,,,,,,,,,,,,,1회~5회 이용,"가격 비교, 정보 검색, 쇼핑",1~3회 구매,"의류, 악세서리(주얼리), 서적",30만원 이상~50만원 미만,3만원 미만,좋음,좋음,좋음,보통,나쁨,나쁨,보통,보통,보통,어플리케이션 또는 PC홈페이지 인터페이스의 간결함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"테무 경험 X, 네이버 쇼핑/경험O/온라인 통해(카톡, 유튜브 채널 등), 네이버 쇼핑/경험O/네이버 쇼핑 사이트에 사용 후기",,,,,
5.16.2024 22:17:48,남,20대,둘 다 알고 있음,네이버 쇼핑만 사용해봄,,,,,,,,,,,,,,,,,15회 초과 이용,"온라인의 편리성, 좋은 혜택(할인/ 적립 등)",7~10회 구매,"식료품, 건강관리식품, 서적",50만원 이상~70만원 미만,7만원 이상 10만원 미만,매우 좋음,매우 좋음,매우 좋음,매우 좋음,매우 좋음,매우 좋음,매우 좋음,매우 좋음,매우 좋음,어플리케이션 또는 PC홈페이지 인터페이스의 간결함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,테무 경험 X,1,5,,,
5.16.2024 22:36:02,남,20대,둘 다 알고 있음,네이버 쇼핑만 사용해봄,,,,,,,,,,,,,,,,,6~10회 이용,"정보 검색, 쇼핑",1~3회 구매,"식료품, 건강관리식품, 전자기기, 가전제품",90만원 이상,3만원 이상 5만원 미만,좋음,매우 좋음,나쁨,매우 좋음,매우 좋음,보통,매우 좋음,좋음,매우 좋음,상품의 신뢰도,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,테무/경험O/경험 공유는 한 적 없음,3,4,,,
5.17.2024 15:17:21,여,20대,둘 다 알고 있음,둘 다 사용해보지 않음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,인식이 좋지 않아서,이미 다른 쇼핑 사이트를 쓰고 있어서,"쿠팡, 지그재그"
5.17.2024 20:58:45,여,20대,둘 다 알고 있음,둘 다 사용해보지 않음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,사용할 필요성을 못느껴서,사용할 필요성을 못느껴서,
5.17.2024 21:21:26,여,20대,둘 다 알고 있음,네이버 쇼핑만 사용해봄,,,,,,,,,,,,,,,,,6~10회 이용,온라인의 편리성,1~3회 구매,"전자기기, 가전제품",50만원 이상~70만원 미만,3만원 미만,좋음,좋음,매우 좋음,매우 좋음,매우 좋음,보통,좋음,좋음,좋음,"어플리케이션 또는 PC홈페이지 인터페이스의 간결함, 가격적 측면에서의 장점",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"테무 경험 X, 네이버 쇼핑/경험O/네이버 쇼핑 사이트에 사용 후기",,4,,,
5.17.2024 21:45:10,여,20대,둘 다 알고 있음,네이버 쇼핑만 사용해봄,,,,,,,,,,,,,,,,,6~10회 이용,"가격 비교, 정보 검색, 온라인의 편리성",0회 구매,"전자기기, 가전제품",50만원 이상~70만원 미만,3만원 미만,좋음,좋음,좋음,좋음,좋음,보통,좋음,좋음,보통,"어플리케이션 또는 PC홈페이지 인터페이스의 간결함, 상품의 신뢰도",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"테무 경험 X, 네이버 쇼핑/경험O/경험 공유는 한 적 없음",,4,,,
5.17.2024 22:09:48,남,20대,둘 다 알고 있음,네이버 쇼핑만 사용해봄,,,,,,,,,,,,,,,,,15회 초과 이용,기타,1~3회 구매,"식료품, 건강관리식품, 기타",90만원 이상,5만원 이상 7만원 미만,보통,매우 좋음,보통,보통,보통,좋음,좋음,보통,좋음,스마트스토어 독점상품 때문에 별 수 없이 여기서 구입,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"테무 경험 X, 네이버 쇼핑/경험O/경험 공유는 한 적 없음",,4,,,
5.17.2024 22:11:55,여,20대,둘 다 알고 있음,둘 다 사용해봄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6~10회 이용,6~10회 이용,"정보 검색, 쇼핑","좋은 혜택(할인/ 적립 등), 쇼핑",1~3회 구매,4~6회 구매,"의류, 악세서리(주얼리), 기타","의류, 식료품, 건강관리식품, 전자기기, 가전제품, 악세서리(주얼리), 기타",50만원 이상~70만원 미만,3만원 미만,5만원 이상 7만원 미만,좋음,나쁨,매우 좋음,나쁨,보통,좋음,보통,좋음,보통,매우 좋음,매우 좋음,좋음,매우 좋음,매우 좋음,매우 좋음,좋음,좋음,매우 좋음,"테무/경험O/온라인 통해(카톡, 유튜브 채널 등), 테무/경험O/오프라인으로(친구한테 얘기 등), 네이버 쇼핑/경험O/온라인 통해(카톡, 유튜브 채널 등), 네이버 쇼핑/경험O/오프라인으로(친구한테 얘기 등), 네이버 쇼핑/경험O/네이버 쇼핑 사이트에 사용 후기",4,5,,,
5.17.2024 22:42:06,여,20대,둘 다 알고 있음,둘 다 사용해봄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1회~5회 이용,15회 초과 이용,"정보 검색, 온라인의 편리성","정보 검색, 온라인의 편리성, 좋은 혜택(할인/ 적립 등), 쇼핑",0회 구매,1~3회 구매,의류,의류,30만원 이상~50만원 미만,3만원 미만,3만원 미만,보통,매우 나쁨,좋음,좋음,좋음,좋음,좋음,좋음,좋음,좋음,좋음,좋음,좋음,좋음,좋음,좋음,좋음,좋음,테무 경험 X,4,4,,,
5.17.2024 23:02:33,여,20대 미만,둘 다 알고 있음,둘 다 사용해보지 않음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,인식이 좋지 않아서,이미 다른 쇼핑 사이트를 쓰고 있어서,쿠팡
5.17.2024 23:15:24,여,20대,둘 다 알고 있음,둘 다 사용해봄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1회~5회 이용,1회~5회 이용,가격 비교,"정보 검색, 온라인의 편리성, 좋은 혜택(할인/ 적립 등)",1~3회 구매,1~3회 구매,"의류, 기타","식료품, 건강관리식품",30만원 미만,3만원 미만,3만원 이상 5만원 미만,좋음,보통,매우 좋음,보통,보통,좋음,보통,좋음,보통,좋음,매우 좋음,보통,매우 좋음,좋음,보통,좋음,좋음,좋음,테무/경험O/오프라인으로(친구한테 얘기 등),4,4,,,
5.18.2024 3:27:29,여,20대,둘 다 알고 있음,네이버 쇼핑만 사용해봄,,,,,,,,,,,,,,,,,15회 초과 이용,온라인의 편리성,1~3회 구매,악세서리(주얼리),90만원 이상,3만원 이상 5만원 미만,좋음,좋음,보통,좋음,좋음,나쁨,좋음,좋음,좋음,"어플리케이션 또는 PC홈페이지 인터페이스의 간결함, 상품의 신뢰도",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"테무 경험 X, 네이버 쇼핑/경험O/네이버 쇼핑 사이트에 사용 후기",3,4,,,
